image_path,x_min,y_min,x_max,y_max
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\1dc5e566-8de232e1-fb622f87-e08cc677-aad1b324.jpg,51,0,2544,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\4073724a-f4c5a130-3076c99b-7591d36b-49605d5c.jpg,0,0,1890,2022
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\082a4fb6-9908d290-5fe2eef2-57a4981f-063a4fad.jpg,0,39,3056,2544
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\3c65f68c-6f6ef480-4104b9c2-2fb0014f-cf3f6b81.jpg,59,171,2452,2378
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\c5800396-497866ae-1981301b-3184090e-f5bc2b6d.jpg,0,43,2531,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\6faaa278-f97b32c1-bf166317-9fc45681-2ca09d98.jpg,0,0,3027,2544
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\cb5faf47-ee7d739e-86c4fb65-2f88710b-81b563d2.jpg,47,43,2515,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\1c6d1b31-4050dc30-41cfba21-379641cc-dfeaf7f0.jpg,60,74,2150,2883
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\7211787c-4b60cb85-e04ec926-1c83c423-1ea23e32.jpg,59,11,2504,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\4c9cf117-5da351ae-2ebcc7d8-b1649c5c-5b3c5aab.jpg,57,43,3024,2529
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\be69ff30-8131e404-25b186f4-9fc49c89-c500352b.jpg,47,0,2406,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\0d2731a0-9ae8ed06-bedacf38-17052363-62c160b9.jpg,0,0,3051,2544
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\4fc11c26-bb62a8b6-e4d1fc95-74fb1efc-7ecc889b.jpg,8,0,2544,2475
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\94b06ce0-124002b1-34d709f1-605c478e-23e80e04.jpg,0,443,2499,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\d4a016c1-b2fd33fc-52371105-5c0d7932-446284e8.jpg,0,0,1666,1846
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\a01efaff-933bc616-a98bbb3a-9bf56901-a7daf4b6.jpg,0,0,2544,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\ff88c6d7-93d2d238-44a1c79e-449363a4-4d4ddf04.jpg,59,0,2544,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\60b15a79-c85ea5e1-7f92414f-d8a048bf-f1d5dd67.jpg,75,23,2543,3003
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\62c3d5f2-043e229b-5b56fa52-c86120dc-1946c7ff.jpg,67,43,2544,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\b3509e69-615f015a-d7e80490-9072daae-c6ce6ad0.jpg,0,0,2021,2021
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\1f8e2b6b-5fad5e90-0734669e-e4f53b50-77bb2539.jpg,0,0,1756,1746
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\5b9941c8-432997b5-6cb2d6b9-5d0cbab0-03dd459c.jpg,91,3,2544,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\54810101-aa06e137-15befaa0-03c95720-bd8a9be1.jpg,0,3,3001,2544
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\6f373340-2ec2356c-b9f57aba-e4b4301b-811d922c.jpg,47,33,3056,2544
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\2f74188f-0e1e2894-10c0b1ae-6f63361b-2bee9ad2.jpg,0,0,2021,2021
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\126f5c9c-677f7f18-245bfbe9-c6c36b36-eb4b2f35.jpg,0,19,2544,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\1e954206-fed1767c-bbb23744-5a45b474-472302ac.jpg,0,0,2296,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\7812ab85-2eb452cc-78b77a38-8a08883d-db9c7110.jpg,0,27,2544,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\939d4368-ec34fd7f-17cecf54-c8d0a01a-652b79a0.jpg,0,19,2544,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\f0d8ce2d-908165e6-5bb79909-efe30247-cb909632.jpg,23,19,2544,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\7557e84e-20bd55f5-6dfc9320-e589adf0-50f7fff4.jpg,0,70,1736,2022
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\a822ab4e-6558ceae-8aeb2e6d-0c6c2e98-e15b15d0.jpg,0,40,2544,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\feae9829-544a45a0-99ee9a5c-9515e751-f06e8187.jpg,47,0,3056,2544
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\e262f29c-f1790d10-2e18419b-bc031508-0c4adde0.jpg,0,0,1372,1560
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\c6b52110-7688d4e2-8147bfae-abb8dc64-1d6894dd.jpg,67,0,2539,3027
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\c13e8f33-2604373b-050e25d4-883bd18f-526516ae.jpg,0,27,3056,2544
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\13653353-ec900fe9-a24107c9-96623baa-62acb139.jpg,0,35,2544,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\e470c87d-c9fc7fcc-246eab91-91e17738-f012f0fa.jpg,0,0,2021,1775
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\302213c0-84686f94-baff62b4-11573fdc-22a32700.jpg,0,0,1736,2022
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\e1307421-67c3233b-5fe1f700-613ccd91-98814e28.jpg,55,55,2482,2697
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\f8a8a13f-8053ce2d-72b0110e-2864f476-d6eecf8a.jpg,0,0,2314,2832
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\644eb7c6-e747473b-08e7b106-5a9ac61a-cbd759de.jpg,0,23,3043,2544
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\585d49b5-3ea7f2be-e332becc-38befc95-05ae2cb1.jpg,0,35,2544,3043
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\08d0c9a8-e672c137-a1212d70-69b86caa-a5402b52.jpg,141,124,2840,2544
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\575bfe39-564eb6fa-34bb666d-4b41b46c-53c55bcf.jpg,47,0,2544,3047
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\424e3b41-1c7397b6-97cc3264-05be7dde-103d9160.jpg,126,9,2872,2544
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\be35822b-d15d7251-57872f94-f8e5d649-b71aba02.jpg,105,19,2686,2544
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\6bbf6fca-6324231d-b9b14a45-81edb4ba-c8823873.jpg,0,96,2519,2975
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\816bf51a-41fa3a20-0c9f30ba-8089759e-d5c7cf94.jpg,0,0,2544,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\389d976a-2362c8eb-2e0889cd-7d8c2d65-9fc4a086.jpg,87,0,2544,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\e1b02ffa-fce4b379-c38d4b05-46574572-0ca64108.jpg,0,139,2544,3035
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\06779d14-2b742624-7698d01b-f0957b57-e4ce1f84.jpg,0,191,2544,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\0c406515-7f5dafe3-ee3cd80a-e77693f7-3a4d75de.jpg,0,39,3056,2544
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\666e94e7-5d40cc19-de106887-1b8cada8-9520d002.jpg,0,0,1580,2022
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\175e6694-40854afd-93a044bf-34131461-0d7a3a02.jpg,0,0,2544,3056
C:\2026\PneumoFusionNet\mimic\1000_dataset\restricted_Dowloaded_dataset\image_subset\4983ed0a-abcbaeb0-442211c9-9b2054ad-8fdf0f80.jpg,3,0,2475,3056
